Pandal Name,Address,"Lat, Long",Nearest Metro,Rating (2025),Zone,Category
Avijit Club,"16/28. Subhas Sarobar Park. Phoolbagan, Beleghata. Kolkata 700010","22.565005, 88.389909",Phoolbagan,4.9,East,Award-winner
Khidderpore Shibtala Amar Sangha,"7/1. Munshigunj Rd. Watgunge, Kidderpore, Kolkata 700023","22.547212, 88.324137",Rabindra Sadan / Maidan / Netaji Bhavan,4.7,South,Famous-for-lighting
College Square Sarbojanin Durgotsab Committee,"Calcutta Medical College, College Square, Kolkata 700073","22.572059, 88.359751",Central/Mahatma Gandhi Road,4.9,Central,Award-winner
Gouriberia Sarbojanin Durgotsab - O- Pradorshani,"Gouri Bari, CIT Park, Kolkata 700004","22.593095, 88.377953",Shyambazar,4.9,North,Award-winner
Dakshinpara Durgotsab Committee,"Dakshinpara Rd, Satgachi, Baguiati, South Dumdum 700028","22.612246, 88.421884",Central Park,4.6,North,Traditional
Kolkata Poura Karmachari Sarbojanin Durgotsab Samity,"Kolkata Municipal Corporation, Hogg Street. Bowbazar, Kolkata 700072","22.561821, 88.353477",Chandni Chowk / Esplanade,4.9,Central,Award-winner
Hari Ghosh Street Swamiji Sangha,"Roy's Thakurbari, 87A, Dutta Sarani, Sovabazar, Darjipara, Shobhabazar, Kolkata. West Bengal 700006","22.594236, 88.368758",Shobhabazar Sutanuti / Girish Park,4.7,North,Famous-for-lighting
Howrah Seva Sangha,"123/4. Narasingha Dutta Rd, Kadam Tala, Howrah 711101","22.586478, 88.320195",Howrah Maidan,4.6,Howrah,Traditional
Sobhabazar Sarbojanin Durgotsab,"SOBHABAZAR SARBOJANIN DURGOTSAB, Kolkata (FFD Member 2025)","22.592537, 88.368003",Shyambazar / Shobhabazar Metro,4.7,South,Famous-for-lighting
22 Palli Sarodotsab,Bakul Bagan Bhowanipore. Kolkata 700026,"22.526523, 88.349433",Jatin Das Park,4.9,South,Award-winner
Judgebagan Sarbojanin Durgotsav,"JUDGEBAGAN SARBOJANIN DURGOTSAV, Kolkata (FFD Member 2025)","22.477090, 88.340450",Salt Lake Sector V / Phoolbagan Metro,4.6,South,Traditional
Santoshpur Sagnik,"SANTOSHPUR SAGNIK, Kolkata (FFD Member 2025)","22.489293, 88.388763",Kavi Subhash / Rabindra Sarobar Metro,4.8,South,Community-favorite
Chorebagan Sarbojanin Durgotsab Samity,0/1 Radha Madhab Saha Ln. Machuabazar. Kolkata 700007,"22.583607, 88.363774",Mahatma Gandhi Road / Girish Park,4.6,North,Traditional
Nabapally Adhibasi Brinda,"NABAPALLY ADHIBASI BRINDA, Kolkata (FFD Member 2025)","22.727412, 88.466659",Salt Lake Sector V / Phoolbagan Metro,4.8,South,Community-favorite
Jamini Kaviraj Row Kalyan Sangha,"JAMINI KAVIRAJ ROW KALYAN SANGHA, Kolkata (FFD Member 2025)","22.597201, 88.376761",Shyambazar / Shobhabazar Metro,4.6,South,Traditional
Sahidnagar Sarbojanin Durgotsab,"SAHIDNAGAR SARBOJANIN DURGOTSAB, Kolkata (FFD Member 2025)","22.574354, 88.362873",Kavi Subhash / Rabindra Sarobar Metro,4.6,South,Traditional
Hossenpur Kishore Sangha,"921, Hussainpur Main Rd, Madurdaha, Hussainpur, Kolkata 700107","22.508002, 88.405754",Kavi Sukanta,4.7,South,Famous-for-lighting
Shibrampur Aswathala Sarbojanin Durgotsav Committee,"SHIBRAMPUR ASWATHALA SARBOJANIN DURGOTSAV COMMITTEE, Kolkata (FFD Member 2025)","22.596982, 88.411832",Tollygunge / Behala Chowrasta Metro,4.6,South,Traditional
Agradoot Durotsab Samity,"6/1, Cornfield Rd, Ekdalia. Ballygunge. Kolkata 700019","22.522480, 88.368679",Jatin Das Park / Kalighat,4.5,South,Award-winner
Sonarpur Recreation Club,"Sonarpur Station Rd, Kamrabad, Sonarpur, Rajpur Sonarpur 700150","22.443113, 88.424566",Kavi Subhash / Shahid Khudiram,4.5,South,Award-winner
Bengal United Club,"BENGAL UNITED CLUB, Kolkata (FFD Member 2025)","22.512335, 88.347611",Kalighat / Jatin Das Park Metro,4.8,South,Community-favorite
Hari Ghosh Street Sarbojanin Durgotsab Samity,"15. Hari Ghosh St. Hedua. Kolkata, West Bengal 700006","22.590491, 88.368088",Girish Park / Shobhabazar Sutanuti,4.7,North,Famous-for-lighting
Chetla Agroni Club,14. Peary Mohan Roy Rd. Chetla. Kolkata 700027,"22.516410, 88.336855",Kalighat,4.7,South,Famous-for-lighting
Halsibagan Sarbojanin Durgotsab,"Halsibagan Rd. Manicktala, Khanna, Kolkata, West Bengal 700006","22.592022, 88.376206",Shyambazar / Shobhabazar Sutanuti / Girish Park,4.8,North,Community-favorite
Babubagan Sarbojanin Durgotsava,"Dhakuria, Babu Bagan, Selimpur, Kolkata 700031","22.508482, 88.369763",Rabindra Sarobar / Kalighat,4.6,South,Traditional
Bakulbagan Sarbojanin Durgotsab,"1A Rajshekhar Bose Sarani, Bakul Bagan, Bhowanipore, Kolkata 700025","22.526818, 88.349877",Jatin Das Park,4.6,South,Traditional
Jubamaitry,"JUBAMAITRY, Kolkata (FFD Member 2025)","22.522388, 88.343983",Kalighat/Jatin Das Park Metro,4.5,South,Award-winner
Behala 11 Pally Sarodatsab Samity,"69, Satyen Roy Rd, Indrajit Pally, Behala, Kolkata 700034","22.498447, 88.321463",Behala Bazar,4.7,South,Famous-for-lighting
Ichapur Sasthibagan Bani Mondir Sarbojanin Durgotsab,"Ichapur, Howrah 711104","22.592856, 88.313097",Howrah Maidan,4.8,Howrah,Community-favorite
Mahatirtham Durgotsab-Kalikapur,MAHATIRTHAM DURGOTSAB-KALIKAPUR. Kolkata (FFD Member 2025),"22.500913, 88.394934",Kavi Subhash / Rabindra Sarobar Metro,4.8,South,Community-favorite
Monmohan Bose Street Sarbojanin,"Khanna, Kolkata 700006","22.591581, 88.375526",Shyambazar / Shobhabazar Metro,4.7,South,Famous-for-lighting
95 Pally Sarbojanin Durgotsab Committee,70A Rahim Ostagar Rd. Jodhpur Park. Kolkata 700068,"22.508380, 88.362935",Rabindra Sarobar / Kalighat,4.7,South,Famous-for-lighting
Trinayanee,TRINAYANEE. Kolkata (FFD Member 2025),"22.512446, 88.368274",Salt Lake Sector V / Phoolbagan Metro,4.7,South,Famous-for-lighting
Hindusthan Park Durgotsab Committee(Purbachal),"Hindusthan Park. Golpark, Gariahat. Kolkata 700029","22.516983, 88.363392",Kalighat/Jatin Das Park Metro,4.7,South,Famous-for-lighting
Natunpally Pradip Sangha,"26, Ghoshpara, Patipukur, South Dumdum 700048","22.600801, 88.394528",Belgachhia,4.7,East,Famous-for-lighting
Railpukur United Club Baguihati,"Rail Pukur Rd, Shastri Bagan, Desh Bandhu Nagar, Baguiati, Kolkata 700059","22.612548, 88.427440",Salt Lake Sector V/Phoolbagan Metro,4.9,South,Award-winner
Campbagan Sadharan Durgotsab Committee,"Campbagan Rd. Sahid Colony. Paikpara, Kolkata, West Bengal 700037","22.613716, 88.388343",Belgachhia / Dum Dum,4.9,North,Award-winner
Ultadanga Jagaranisangha,"16/1, Biplabi Barin Ghosh Sarani, Murari Pukur. Ultadanga. Kolkata 700067","22.591246, 88.385076",Belgachhia / Shyambazar,4.5,North,Award-winner
Patipukur Adi Sarbojanin Durga Puja Committee,"Swamiji Sarani Rd, Basak Bagan, South Dumdum 700048","22.610352, 88.396553",Belgachhia,4.7,East,Famous-for-lighting
Udayan Kidderpore,"Hem Chandra St. Andaman Dock, Kidderpore. Kolkata 700023","22.541866, 88.321183",Rabindra Sadan / Majerhat / Netaji Bhavan,4.7,South,Famous-for-lighting
Dum Dum Park Tarun Sangha,496. Dum Dum Park. Kolkata 700055,"22.610057, 88.411617",Central Park / Dum Dum,4.7,East,Famous-for-lighting
Sarbojanin Durgotsav Committee Vanishkali Pallybasi Brinda,"SARBOJANIN DURGOTSAV COMMITTEE VANISHKALI PALLYBASI BRINDA, Kolkata (FFD Member 2025)","22.596982, 88.411832",Howrah Maidan Metro,4.7,South,Famous-for-lighting
Khardah Arunachal Sarbojanin (sree Sree Sarbojanin Durgotsab),"Khardaha Station Rd. Rahara Government Colony, Aruna Chal, Rahara, Khardaha, West Bengal 700118","22.723940, 88.381382",Baranagar / Dakshineswar,4.5,Others,Award-winner
Sanghasree,114. Kalighat. Kolkata 700026,"22.521554, 88.346206",Jatin Das Park / Kalighat,4.7,South,Famous-for-lighting
Shibmandir,"25 Lake Temple Rd, Lake Range. Kalighat, Kolkata 700029","22.511119, 88.349774",Rabindra Sarobar / Kalighat,4.7,South,Famous-for-lighting
Haridas Saha Bazar Abasik Kalyan Samity,"347, Prince Anwar Shah Rd, Rajendra Prasad Colony, Lake Gardens, Kolkata 700095","22.501311, 88.356930",Rabindra Sarobar / Mahanayak Uttam Kumar,4.5,South,Award-winner
Tala Friends Association,"3/1/1, B.T. Road. Tala, Chitpur, Kolkata 700002","22.606311, 88.374190",Shyambazar,4.6,North,Traditional
Saptarathi Sangha,"SAPTARATHI SANGHA, Kolkata (FFD Member 2025)","22.516191, 88.382360",Kavi Subhash / Rabindra Sarobar Metro,4.9,South,Award-winner
Tarun Matri Sevak Samity,"1/1a, Brojen Mukherjee Rd, Chamrapatti, Behala, Kolkata 700034","22.502076, 88.322018",Behala Bazar / Taratala,4.6,South,Traditional
Tamer Lane Sarbojanin Durgotsab,"TAMER LANE SARBOJANIN DURGOTSAB, Kolkata (FFD Member 2025)","22.576690, 88.365280",Shyambazar / Shobhabazar Metro,4.7,South,Famous-for-lighting
Dum Dum Park Yubak Brinda,"Dum Dum Park, South Dumdum 700055","22.609670, 88.416170",Central Park,4.6,East,Traditional
Prafulla Kanan Balak Brinda East,"AC 62. Prafulla Kanan Rd, Rabindrapally, Kestopur, Kolkata 700101","22.603076, 88.424979",Central Park / Karunamoyee,4.6,East,Traditional
Gariahat Hindusthan Club,"37/B. Hindustan Rd. Dover Terrace, Ballygunge. Kolkata 700029","22.520113, 88.360760",Jatin Das Park / Kalighat,4.8,South,Community-favorite
Duttabagan Durgotsov Committee,22. Raja Manindra Rd. LIG Housing. Dutta Bagan. Paikpara. Kolkata. West Bengal 700037,"22.609200, 88.390137",Belgachhia,4.8,North,Community-favorite
Kasba Uttarpara Arabinda Sporting Club,"KASBA UTTARPARA ARABINDA SPORTING CLUB, Kolkata (FFD Member 2025)","22.520623, 88.373708",Kavi Subhash / Rabindra Sarobar Metro,4.5,South,Award-winner
Panchanantala Sarbojanin Durgotsab Committee,"PANCHANANTALA SARBOJANIN DURGOTSAB COMMITTEE, Kolkata (FFD Member 2025)","22.503092, 88.316034",Rabindra Sarobar,4.5,South,Award-winner
71 Palli Baishakhi Sarbojanin Durgotsab Samity,"7. Moni Mukherjee Rd, Ballygunge Gardens, Kolkata 700019","22.518823, 88.368557",Kalighat / Jatin Das Park,4.8,South,Community-favorite
Entally Kanthal Bagan Sarbojanin Saradiya Utsav Comm,"Convent Rd. Sealdah, Raja Bazar, Kolkata 700014","22.560566, 88.371519",Sealdah,4.5,Central,Award-winner
Dakshinayan Resident's Welfare Soceity,"DAKSHINAYAN RESIDENT'S WELFARE SOCEITY, Kolkata (FFD Member 2025)","22.574354, 88.362873",Kavi Subhash / Rabindra Sarobar Metro,4.5,South,Award-winner
A E Part 1 Block Committee,"ΑΕ 231, ΑΕ Block Sector 1. Bidhannagar, Kolkata 700064","22.594555, 88.405257",Central Park / City Center,4.6,East,Traditional
Jatra Suru Sangha,"101-100. Raja Subodh Chandra Mallick Rd, Laxmi Narayan Colony. Garia 700084","22.470618, 88.377879",Kavi Nazrul / Gitanjali,4.9,South,Award-winner
Kankurgachi Jubak Brinda,"Phoolbagan, Kankurgachi. Kolkata 700054","22.580217, 88.390587",Phoolbagan,4.9,East,Traditional
Dharsa Vratri Sangha Sarbojanin Durgotsav Committee,DHARSA VRATRI SANGHA SARBOJANIN DURGOTSAV COMMITTEE. Kolkata (FFD Member 2025),"22.596982, 88.411832",Howrah Maidan Metro,4.8,South,Community-favorite
Pagla Fouz,"110. Deshapran Shasmal Rd, Central. Howrah 711101","22.585699, 88.326924",Howrah Maidan,4.9,Howrah,Award-winner
Sikdar Bagan Sadharan Durgotsab,27 Sikdar Bagan St. Hatibagan. Kolkata 700004,"22.596696, 88.372917",Shyambazar / Shobhabazar Sutanuti,4.8,North,Community-favorite
Golden Arrow Club,"Tara Rd, Lake Market, Kalighat, Kolkata 700029","22.516183, 88.347618",Kalighat,4.5,South,Award-winner
Ramrajatala Pallymangal Samity,"Ambika Kundu Ln. Santragachi, Ramrajatala, Howrah 711104","22.586833, 88.298931",Howrah Maidan,4.5,Howrah,Award-winner
Tollygunge Road 27 Pally Bijoyee Sangha,"TOLLYGUNGE ROAD 27 PALLY BIJOYEE SANGHA, Kolkata (FFD Member 2025)","22.510016, 88.341636",Rabindra Sarobar,4.5,South,Award-winner
Kanjial Para Puja Samity,KANJIAL PARA PUJA SAMITY. Kolkata (FFD Member 2025),"22.574354, 88.362873",Jai Hind,4.5,Others,Award-winner
Taltala Doctor Lanestha Sarbojanin Durgotsab,"52. Doctor Ln. Maula Ali, Taltala, Kolkata 700014","22.559106, 88.363351",Sealdah / Chandni Chowk / Esplanade,4.7,Central,Famous-for-lighting
Adarsha Pally Sarbojanin Durgotsab Committee,"165. Roy Bahadur Rd, Buroshibtalla, Behala, Kolkata 700038","22.499844, 88.327717",Behala Bazar / Taratala,4.6,South,Traditional
Amra Kajan Sporting Club,"29. Kali Prasanna Chatterjee Ln. Indrajit Pally. Behala, Kolkata 700034","22.498302, 88.322474",Behala Bazar,4.7,South,Famous-for-lighting
Kamdahari Jagrata Sangha,"Usha Pally Rd, Bidhanpally, Kamdahari, Kolkata 700084","22.467260, 88.366485",Kavi Subhash / Rabindra Sarobar Metro,4.6,South,Traditional
Dakshin Palli Sarbojanin Durgotsab Committee,"DAKSHIN PALLI SARBOJANIN DURGOTSAB COMMITTEE, Kolkata (FFD Member 2025)","22.596982, 88.411832",Tollygunge / Behala Chowrasta Metro,4.9,South,Award-winner
Abasar Sarbojanin Durgotsab Committee,Kadamtala. Bantra. Ichapur. Howrah 711101,"22.586886, 88.316946",Howrah Maidan,4.9,Howrah,Award-winner
Halderpara Friends Association,"31/10/1/1. Haldar para Ln. Naora, Shibpur. Howrah 711101","22.581052, 88.318944",Howrah Maidan,4.7,Howrah,Famous-for-lighting
Baje Shibpur Sadharan Durgotsab - New Hz,"23, Baje Shibpur 2nd Bye Ln, Naora, Shibpur, Howrah 711102","22.573368, 88.320456",Howrah Maidan,4.8,Howrah,Community-favorite
Central Park Youth Association,"11b. Central Park E. Ramkrishna Upanibesh, Jadavpur, Kolkata 700032","22.487744, 88.374768",Satyajit Ray / Gitanjali,4.5,South,Award-winner
Lalabagan Sarbojanin Durgotsab Samity,"88 Raja Dinendra St. Manicktala, Kolkata 700006","22.589895, 88.376795",Girish Park / Shobhabazar Sutanuti / Shyambazar,4.7,North,Famous-for-lighting
Lakeview Park Durgotsab Samity,"LAKEVIEW PARK DURGOTSAB SAMITY, Kolkata (FFD Member 2025)","22.532845, 88.351138",Shyambazar / Shobhabazar Metro,4.5,South,Award-winner
Mahamayatala(East) Milani,"Mahamaya Tala, Garia, Raipur Sonarpur 700084","22.454687, 88.390083",Shahid Khudiram / Kavi Nazrul,4.7,South,Famous-for-lighting
Park Circus Beniapukur United Puja Committee,"Park St, Park Circus, Beniapukur, Kolkata 700017","22.540791, 88.368350",Maidan/Rabindra Sadan / Park Street,4.5,Central,Award-winner
Bosepukur Sitala Mandir,"1/27 Bose Pukur Rd, Kasba, Kolkata 700042","22.519201, 88.384890",VIP Bazar,4.5,South,Award-winner
Southern Satadal,"Southern Ave, Lake Market. Kalighat, Kolkata 700029","22.513082, 88.349398",Kalighat,4.8,South,Community-favorite
Shibpur Rabindra Samity,SHIBPUR RABINDRA SAMITY. Kolkata (FFD Member 2025),"22.571247, 88.314060",Howrah Maidan Metro,4.8,Howrah,Community-favorite
Samaj Sebi Sangha,"24A Lake View Rd, Lake Terrace, Kalighat, Kolkata 700029","22.515719, 88.356282",Kalighat,4.9,South,Award-winner
Bagha Jatin Tarun Sangha,"Baghajatin D Block Rd, Baghajatin Colony, Kolkata 700032","22.484594, 88.379098",Satyajit Ray,4.8,South,Community-favorite
Belgachiayuba Sammilani,"Bhairab Mukherjee Ln, Belgachia, Kolkata, West Bengal 700037","22.603221, 88.379035",Shyambazar / Belgachhia,4.5,North,Award-winner
Nabapalli Sangha Sarbojanin Durgotsab,"NABAPALLI SANGHA SARBOJANIN DURGOTSAB, Kolkata (FFD Member 2025)","22.507269, 88.343988",Rabindra Sarobar / Kalighat,4.7,South,Famous-for-lighting
